"Phrase","Count"
"mouse moves over",1
"moves over one",1
"over one of",2
"of the underlying",1
"the underlying hyperlinks",1
"underlying hyperlinks, the",1
"the mouse cursor",4
"mouse cursor changes",1
"cursor changes from",1
"changes from a",1
"from a pointer",1
"a pointer to",3
"pointer to a",2
"to a hand",5
"Regardless of whether",1
"of whether it's",1
"whether it's a",1
"it's a graphic",1
"a graphic or",1
"graphic or a",1
"or a text",1
"We're also going",1
"also going to",1
"going to implement",1
"to implement that",1
"implement that functionality",1
"that functionality in",1
"functionality in our",1
"in our application",1
"But before we",2
"before we do",3
"we do that",2
"do that we're",1
"that we're going",2
"going to fix",1
"to fix one",1
"fix one bug",1
"one bug I've",1
"bug I've discovered",1
"I've discovered in",1
"discovered in the",1
"in the existing",1
"we go into",2
"go into say",1
"into say for",1
"say for example",5
"for example page",1
"example page four",1
"page four, page",1
"page four contains",1
"four contains text",1
"contains text and",1
"and a graphic",1
"The graphic has",1
"graphic has no",1
"has no underlying",1
"no underlying hyperlink",1
"Yet when we",1
"when we go",1
"we go on",1
"on to the",3
"to the graphic",2
"the graphic and",1
"graphic and click",1
"and click on",4
"on it, it's",1
"it's taking us",1
"taking us to",2
"to page one",5
"The reason for",3
"reason for this",3
"for this, as",1
"as we go",1
"we go onto",1
"go onto each",1
"onto each page",1
"each page, it's",1
"it's automatically setting",1
"automatically setting up",1
"up the hot",1
"the hot zones",1
"hot zones for",1
"zones for each",1
"of these hyperlinks",1
"Designating the x",1
"y coordinates, which",1
"which contain the",1
"contain the zone",1
"the zone, which",1
"which when clicked",1
"when clicked on",1
"clicked on will",1
"on will trigger",1
"will trigger the",1
"trigger the hyperlink",1
"These hot zones",1
"hot zones are",1
"zones are not",1
"are not being",1
"not being cleared",1
"being cleared out",1
"cleared out when",1
"out when we",1
"when we move",1
"we move from",1
"move from one",1
"from one page",1
"one page to",1
"to page two",3
"page two and",1
"two and we",1
"and we click",2
"we click up",1
"click up near",1
"up near the",1
"near the top",1
"It will go",1
"will go back",1
"back to page",2
"So that's the",1
"that's the first",1
"the first bug",2
"first bug we",1
"bug we need",1
"need to fix",1
"is a function",2
"function called render",1
"called render the",1
"HTML tags, which",1
"which is triggered",1
"is triggered each",1
"triggered each time",1
"time we load",1
"we load a",1
"load a new",1
"a new page",2
"is where we're",2
"where we're going",2
"to make the",4
"make the one",1
"the one line",1
"one line code",1
"line code change",1
"code change to",1
"change to fix",1
"to fix this",1
"fix this bug",1
"So here we",3
"here we are",2
"we are now",2
"are now in",1
"now in the",1
"in the render",1
"HTML tags function",5
"So before we",2
"before we step",1
"we step through",1
"of the tags",2
"the tags within",1
"tags within the",2
"within the HTML",2
"the HTML, we'll",1
"we'll want to",3
"want to reset",1
"reset the contents",1
"the contents of",1
"contents of the",1
"of the global",2
"the global array",3
"global array, which",1
"which contains the",1
"contains the URLs",1
"this by using",2
"using the reset",1
"the reset command",2
"reset command, followed",1
"by the name",3
"the array we",1
"array we wish",1
"wish to reset",1
"running our code",1
"our code now",1
"is our browser",2
"if we drag",1
"we drag our",1
"drag our index",2
"our index onto",1
"index onto that",1
"onto that and",1
"that and click",1
"click on page",8
"on page four",3
"on the image",1
"the image it",1
"image it is",1
"it is now",1
"is now no",1
"now no longer",1
"no longer linking",1
"longer linking back",1
"linking back to",1
"we have cured",1
"have cured the",1
"cured the first",1
"So let's drag",1
"let's drag index",1
"drag index number",1
"index number two",1
"number two onto",1
"two onto this",1
"onto this browser",1
"this browser and",1
"browser and see",1
"how it looks",1
"will see that",1
"see that each",1
"that each of",1
"of the graphical",1
"the graphical images",2
"graphical images is",1
"images is still",1
"is still appearing",1
"still appearing as",1
"appearing as normal",1
"the text link",1
"bottom of the",2
"the page going",1
"page going to",1
"going to a",1
"to a new",1
"new page five",1
"page five is",2
"five is only",1
"is only appearing",1
"only appearing as",1
"appearing as text",1
"This is because",3
"is because we're",1
"because we're not",1
"we're not handling",1
"not handling this",1
"handling this particular",1
"this particular type",2
"particular type of",2
"type of tag",1
"of tag just",1
"tag just yet",1
"So we've now",3
"we've now created",2
"now created a",2
"created a page",1
"a page five",1
"page five that",1
"five that this",1
"that this can",1
"this can actually",1
"can actually link",1
"actually link to",1
"link to when",1
"to when we",1
"get the link",1
"the link working",1
"code and make",1
"make the changes",1
"the changes to",1
"changes to allow",1
"us to handle",1
"to handle this",1
"handle this particular",1
"type of text",1
"of text hyperlink",1
"tags function is",1
"function is our",1
"is our engine",1
"our engine to",1
"engine to handle",1
"to handle all",1
"handle all HTML",1
"all HTML tagging",1
"we look further",1
"look further down",1
"further down on",1
"down on that",1
"on that, we'll",1
"we'll see these",1
"see these are",1
"all the tags",1
"the tags that",1
"tags that it",1
"that it currently",1
"it currently handles",1
"We are handling",1
"are handling the",1
"handling the A",1
"the A and",1
"A and the",1
"and the closing",1
"the closing A",2
"closing A tags",1
"A tags at",1
"tags at the",1
"the moment, but",1
"but we're going",2
"have to add",1
"to add some",2
"add some extra",1
"some extra functionality",1
"extra functionality to",1
"functionality to these",1
"to these to",1
"these to allow",1
"it to perform",1
"of all, we",1
"need to get",3
"get the data",1
"the data inside",1
"data inside the",1
"inside the tag",1
"from the index",1
"to HTML file",1
"HTML file, we",1
"we have here",1
"have here the",1
"here the tag",1
"the tag, which",1
"which is referencing",1
"is referencing page",1
"referencing page five",1
"The highlighted portion",1
"highlighted portion is",1
"portion is already",1
"is already picked",1
"already picked up",1
"picked up and",1
"up and populated",1
"and populated into",1
"populated into the",1
"into the attributes",1
"the attributes variable",1
"the go to",1
"to page five",2
"five is not",1
"is not currently",1
"not currently picked",1
"currently picked up",1
"But we have",1
"have a function",3
"a function which",3
"function which can",2
"used to pull",1
"to pull that",1
"pull that information",1
"that information back",1
"information back called",1
"back called get",1
"called get tag",1
"tag value, which",1
"which is exactly",1
"is exactly what",1
"exactly what we're",1
"So the return",1
"the return from",2
"return from this",3
"from this function",5
"this function will",2
"function will return",2
"return the text",1
"want to display",1
"to display on",1
"here we need",1
"need to differentiate",1
"differentiate between the",1
"between the graphical",1
"the graphical image",1
"graphical image, which",1
"which is within",2
"is within this",2
"within this tag",2
"this tag and",1
"tag and the",2
"and the text",1
"the text which",1
"One easy way",1
"way to do",1
"do this is",1
"is to look",1
"for the equals",1
"the equals sign",1
"If it contains",1
"it contains an",1
"contains an equals",1
"an equals, then",2
"then it is",1
"is a graphical",1
"a graphical image",1
"graphical image we're",1
"image we're attempting",1
"we're attempting to",1
"attempting to show",1
"to show to",1
"show to the",1
"If it does",1
"it does not",1
"does not contain",1
"not contain an",1
"contain an equals",1
"then it's not",1
"it's not an",1
"an image source",2
"image source, but",1
"but plain text",1
"we can test",4
"can test for",2
"test for this",1
"for this by",1
"using the in",2
"the in string",2
"in string command",2
"set a variable",2
"a variable to",2
"variable to say",1
"to say image",1
"say image is",1
"image is false",1
"This can be",1
"can be tested",1
"be tested elsewhere",1
"tested elsewhere in",1
"elsewhere in the",2
"in the code",5
"Next thing to",1
"thing to do",1
"is to reset",1
"to reset our",1
"reset our tag",1
"our tag user",1
"tag user defined",1
"user defined type",27
"So the reset",1
"reset command can",1
"command can reset",1
"can reset this",1
"reset this user",1
"this user defined",4
"We're incrementing the",1
"incrementing the URL",1
"the URL and",3
"URL and we're",2
"and we're storing",1
"we're storing the",3
"storing the URL",1
"the URL itself",2
"URL itself in",1
"itself in our",1
"in our user",3
"our user defined",6
"defined type, as",1
"as the URL",1
"the URL was",1
"URL was picked",1
"was picked up",1
"picked up previously",1
"up previously in",1
"previously in the",1
"So having got",1
"having got this",1
"got this far",3
"this far, we",1
"need to print",1
"to print this",1
"print this text",1
"this text onto",1
"text onto the",1
"onto the graphical",1
"the graphical canvas",1
"function called print",2
"called print data",2
"print data whose",1
"data whose job",1
"job it is",1
"it is to",1
"is to perform",1
"to perform this",1
"perform this, we're",1
"to change the",6
"change the existing",1
"the existing print",1
"existing print data",1
"print data command",1
"data command to",1
"command to accept",1
"to accept additional",1
"accept additional parameters",1
"going to pass",3
"to pass ref",1
"pass ref tag",1
"ref tag and",1
"tag and we're",1
"to pass our",1
"pass our user",1
"tag is either",1
"is either going",1
"either going to",1
"to be true",3
"be true or",2
"true or false",4
"the user defined",4
"defined type is",2
"type is going",1
"used to store",1
"store the hot",1
"the hot zone",1
"hot zone, which",2
"is the URL",3
"the URL, just",1
"just as we",3
"we did for",1
"did for the",1
"for the graphical",1
"print data function",4
"data function and",1
"function and add",1
"and add these",1
"add these extra",2
"these extra parameters",2
"So here are",3
"here are the",2
"are the two",2
"the two extra",1
"two extra parameters",1
"extra parameters for",1
"parameters for this",1
"for this function",1
"this function, the",1
"ref tag variable",1
"tag variable and",1
"Print data is",1
"data is called",1
"called from elsewhere",1
"from elsewhere in",1
"have to ensure",1
"to ensure that",1
"ensure that everywhere",1
"that everywhere it's",1
"everywhere it's called",1
"it's called, these",1
"these two additional",1
"two additional parameters",1
"additional parameters are",1
"parameters are included",1
"do that, I'm",1
"to add on",1
"add on a",1
"on a couple",1
"couple of extra",1
"of extra local",1
"extra local variables",1
"These I'm going",1
"to call image",1
"call image width",1
"image width and",2
"width and image",1
"and image height",1
"We're creating these",1
"creating these two",1
"two variables to",1
"variables to contain",1
"contain the width",1
"the width and",4
"width and the",3
"and the height",2
"the height of",4
"height of our",2
"of our text",1
"our text hyperlink",3
"This information is",1
"information is needed",1
"is needed as",1
"needed as we",1
"as we need",1
"need to store",3
"to store this",2
"store this information",2
"this information in",1
"information in the",1
"in the global",1
"the user clicks",7
"user clicks on",4
"clicks on the",3
"on the graphics",5
"the graphics control",9
"graphics control, we",1
"we know whether",1
"know whether they've",1
"whether they've clicked",1
"they've clicked on",1
"clicked on a",1
"on a hot",1
"which will trigger",1
"will trigger a",1
"trigger a call",1
"to a hyperlink",1
"to do that",1
"do that, we'll",1
"need to change",2
"to change this",2
"change this line",1
"This is looking",1
"is looking to",1
"looking to see",1
"see whether our",1
"whether our string",1
"our string coming",1
"string coming in",1
"coming in as",1
"in as image",1
"as image source",1
"image source equals",1
"source equals within",1
"equals within it",1
"change this so",1
"this so it's",1
"so it's looking",1
"it's looking for",1
"for a href",1
"a href equals",1
"To tell whether",1
"tell whether it's",1
"whether it's an",1
"an embedded image",3
"embedded image or",1
"image or a",1
"or a hyperlink",1
"us to set",1
"set the global",1
"the global X",4
"global X and",4
"and Y positions",1
"Y positions of",1
"positions of the",1
"But before this",1
"before this section",1
"need to determine",1
"to determine the",2
"determine the height",1
"the height and",3
"height and width",3
"and width of",3
"width of the",2
"is done by",1
"done by testing",1
"by testing our",1
"testing our ref",1
"our ref tag",1
"true and the",1
"and the str",1
"the str data",1
"str data is",1
"data is not",1
"not an empty",1
"an empty length",2
"empty length string",2
"length string, then",1
"we know it's",1
"know it's a",1
"it's a text",1
"we can work",1
"can work out",1
"out the height",1
"do this quite",1
"this quite easily",2
"quite easily by",2
"easily by using",1
"using a new",1
"a new command",1
"new command called",1
"command called graphics",1
"called graphics cell",1
"graphics cell size",1
"This gives us",3
"gives us the",3
"us the height",1
"width of a",1
"of a standard",2
"a standard character",2
"standard character in",1
"character in the",1
"in the selected",1
"the selected font",1
"This saves us",1
"saves us having",1
"us having to",1
"having to work",1
"work out which",1
"out which font",1
"which font we're",1
"font we're currently",1
"we're currently using",1
"currently using on",1
"using on the",1
"And having worked",1
"having worked out",1
"worked out the",1
"out the width",1
"width and height",3
"and height of",1
"height of a",1
"standard character, we",1
"can then multiply",1
"then multiply the",1
"multiply the width",1
"the width by",1
"width by the",1
"by the number",1
"number of characters",1
"And adding a",2
"adding a little",1
"a little to",1
"little to the",1
"to the height",1
"the height just",1
"height just to",1
"just to make",1
"make it slightly",1
"it slightly bigger",1
"us the values",2
"the values we",2
"values we can",1
"can now store",1
"now store in",1
"store in our",2
"Using the global",1
"and Y as",1
"Y as the",1
"as the top",1
"the top X",2
"top X and",1
"X and top",1
"and top Y",1
"And adding on",3
"adding on to",2
"on to that",1
"to that the",2
"that the width",1
"and height for",1
"height for the",1
"for the bottom",1
"the bottom X",2
"bottom X and",2
"X and bottom",1
"and bottom Y",1
"we try compiling",1
"try compiling that",1
"compiling that now",1
"we have one",1
"have one local",1
"one local variable",1
"local variable we",1
"variable we still",1
"have to declare",1
"to declare, at",1
"of the render",1
"the render HTML",2
"render HTML tags",3
"So while we're",1
"while we're adding",1
"we're adding this",1
"adding this variable",1
"this variable I'm",1
"variable I'm going",1
"add some more",1
"We currently have",1
"currently have a",1
"a command variable",1
"command variable that",1
"variable that stores",1
"that stores the",1
"stores the current",1
"the current command",2
"As some of",1
"some of these",1
"of these tags",1
"these tags are",1
"tags are going",1
"to be nested",1
"be nested, we'll",1
"need to work",1
"work out what",1
"out what the",1
"what the previous",1
"the previous command",1
"previous command was",1
"create a local",2
"a local variable",9
"local variable to",4
"variable to keep",1
"the last command",4
"And we'll also",1
"we'll also create",1
"also create a",1
"create a couple",1
"couple more boolean",1
"more boolean variables",1
"of the fact",2
"the fact is",1
"fact is it",1
"is it an",1
"it an image",1
"an image or",1
"image or not?",1
"or not? And",1
"not? And one",1
"the fact are",1
"fact are we",1
"are we inside",1
"we inside a",1
"paragraph or not?",1
"or not? This",1
"not? This will",1
"will give us",3
"give us more",1
"us more flexibility",1
"flexibility for the",1
"for the work",1
"the work we're",1
"work we're doing",1
"we're doing today",2
"doing today and",1
"today and for",1
"and for future",1
"for future changes",1
"In this line",1
"of code we're",1
"code we're picking",1
"we're picking up",2
"up the current",1
"Before we populate",1
"we populate this",1
"populate this we'll",1
"this we'll want",1
"want to populate",1
"to populate the",4
"populate the last",1
"last command variable",1
"command variable we",1
"variable we have",1
"we have just",1
"have just created",1
"Now that that",1
"that that is",1
"that is stored",1
"is stored we",1
"stored we can",1
"can quite happily",1
"quite happily go",1
"happily go ahead",1
"go ahead and",1
"ahead and populate",1
"and populate the",1
"populate the command",1
"the command variable",1
"So as you",3
"see we make",1
"we make other",1
"make other calls",1
"other calls to",1
"calls to the",1
"we will need",1
"will need to",1
"need to amend",1
"to amend each",1
"amend each call",1
"each call to",1
"call to this",1
"to this print",1
"this print data",1
"data function to",1
"function to add",2
"to add these",1
"Additionally in the",1
"in the paragraph",1
"the paragraph section",1
"paragraph section we're",1
"section we're setting",1
"setting the paragraph",1
"the paragraph boolean",1
"be true since",1
"true since we",1
"since we know",1
"we know at",1
"know at this",1
"at this point",3
"this point we",2
"point we are",1
"we are inside",1
"are inside a",1
"And here are",1
"here are our",2
"are our extra",1
"our extra parameters",1
"extra parameters to",1
"parameters to the",1
"data function call",1
"And we've now",1
"we've now added",1
"now added the",1
"added the population",1
"the population of",2
"population of the",1
"of the in",1
"the in paragraph",3
"in paragraph variable",2
"paragraph variable to",1
"variable to false",1
"to false when",1
"false when we",1
"when we close",1
"we close off",1
"close off our",1
"off our paragraph",1
"So our application",1
"our application is",1
"application is compiling",1
"is compiling quite",1
"compiling quite happily",1
"quite happily now",1
"running it and",2
"it and see",2
"see how good",1
"how good it",1
"good it looks",1
"So we drag",1
"we drag in",3
"drag in index",1
"in index 2",1
"can see we've",1
"see we've now",1
"we've now got",1
"now got go",1
"got go to",1
"page 5 at",1
"5 at the",1
"However is it",1
"is it a",1
"it a hyperlink?",1
"a hyperlink? If",1
"hyperlink? If we",1
"on it it's",1
"it it's indeed",1
"it's indeed taking",1
"indeed taking us",1
"So we've achieved",1
"achieved the ability",1
"to have hyperlinks",1
"have hyperlinks which",1
"hyperlinks which go",1
"which go directly",1
"go directly to",1
"directly to the",1
"the page regardless",1
"page regardless if",1
"regardless if they",1
"if they are",1
"they are images",1
"are images or",1
"images or text",1
"However what we",2
"what we need",3
"need to tackle",1
"to tackle next",1
"tackle next is",1
"next is we",1
"is we need",1
"change the mouse",3
"mouse cursor from",1
"cursor from an",1
"from an arrow",1
"an arrow to",1
"arrow to a",1
"a hand when",2
"hand when it",2
"when it goes",1
"it goes over",1
"goes over a",1
"over a hot",2
"We already have",1
"already have a",1
"have a callback",1
"a callback function",1
"callback function which",1
"function which handles",1
"which handles the",1
"handles the mouse",1
"the mouse movement",1
"mouse movement on",1
"movement on the",1
"screen to pick",1
"up the left",1
"the left and",1
"and right mouse",1
"right mouse clicks",1
"is the graph",1
"the graph proc",1
"graph proc function",1
"this function we",3
"function we are",2
"we are currently",3
"are currently handling",1
"currently handling two",1
"handling two events",1
"The left mouse",8
"left mouse button",8
"mouse button going",2
"button going up",2
"going up and",1
"up and the",1
"and the right",1
"the right mouse",3
"right mouse button",3
"going to handle",2
"to handle a",1
"handle a new",1
"a new event",1
"new event in",1
"event in here",1
"to handle mouse",1
"handle mouse move",1
"This will trigger",1
"will trigger every",1
"trigger every time",1
"every time the",1
"time the mouse",1
"the mouse is",1
"mouse is actually",1
"is actually moved",1
"we will create",3
"a new local",2
"new local variable",2
"variable to allow",1
"store the handle",1
"of the new",1
"the new cursor",1
"call this hand",1
"is a new",2
"a new mouse",1
"new mouse move",1
"mouse move event",1
"This as we",1
"we did with",1
"did with the",1
"with the previous",1
"the previous events",1
"previous events is",1
"events is picking",1
"is picking up",1
"up the x",3
"y coordinates of",2
"coordinates of the",2
"of the mouse",1
"We're determining where",1
"determining where the",1
"where the location",1
"the location on",1
"location on the",1
"on the graphical",1
"the graphical screen",1
"graphical screen because",1
"screen because it",1
"because it is",1
"is a virtual",1
"a virtual graphical",1
"virtual graphical screen",1
"graphical screen by",1
"screen by adding",1
"by adding on",1
"adding on the",4
"on the width",3
"using the existing",1
"the existing function",1
"existing function is",1
"function is link",1
"is link to",1
"link to determine",1
"whether the zone",1
"the zone under",1
"zone under the",1
"under the cursor",1
"the cursor is",1
"cursor is a",1
"hot zone containing",1
"zone containing a",1
"containing a hyperlink",1
"If that's the",3
"that's the case",3
"the case we",1
"case we are",1
"we are checking",1
"are checking to",1
"if the hand",1
"the hand handle",1
"hand handle is",1
"handle is currently",1
"is currently populated",1
"If it's not",1
"it's not populated",1
"not populated we're",1
"populated we're then",1
"we're then using",1
"then using the",1
"using the Windows",1
"the Windows API",2
"API call load",1
"call load cursor",1
"load cursor to",1
"cursor to load",1
"to load our",1
"load our hand",1
"our hand cursor",1
"And using set",1
"using set cursor",1
"set cursor which",1
"cursor which is",1
"which is another",1
"is another Windows",1
"API call to",1
"call to set",1
"set the cursor",1
"the cursor to",1
"cursor to that",1
"to that particular",1
"that particular one",1
"So we're now",1
"we're now displaying",1
"now displaying index",1
"displaying index two",1
"the mouse around",1
"mouse around the",1
"around the screen",1
"the screen it",1
"screen it stays",1
"it stays as",1
"stays as the",1
"as the ordinary",1
"the ordinary arrowed",1
"ordinary arrowed mouse",1
"arrowed mouse pointer",1
"we move it",2
"move it over",1
"it over one",1
"of the zones",1
"the zones it",1
"zones it changes",1
"changes to a",2
"move it back",1
"it back it",1
"back it changes",1
"it changes back",1
"changes back to",1
"back to an",1
"to an arrow",1
"you will guess",1
"will guess we",1
"guess we are",1
"we are not",1
"are not putting",1
"not putting any",1
"putting any code",1
"any code in",1
"in to change",1
"mouse cursor back",1
"Windows is doing",1
"is doing this",1
"doing this automatically",1
"this automatically for",1
"automatically for you",1
"the mouse down",1
"mouse down to",1
"down to where",1
"to where our",1
"where our text",1
"text hyperlink is",1
"hyperlink is it",1
"is it changes",1
"a hand as",1
"hand as soon",1
"as soon as",2
"soon as we",1
"as we are",2
"we are over",1
"are over the",1
"over the hyperlink",2
"have successfully implemented",1
"successfully implemented the",1
"implemented the ability",1
"ability to change",1
"mouse cursor when",1
"cursor when we're",1
"when we're over",1
"we're over a",1
"hot zone that",1
"zone that contains",1
"that contains a",1
"One thing that",1
"thing that we",1
"we have not",1
"have not done",1
"not done yet",1
"done yet is",1
"yet is to",1
"is to change",3
"change the text",1
"the text on",1
"on our text",1
"text hyperlink to",1
"hyperlink to a",1
"to a different",1
"color and mark",1
"and mark it",1
"mark it as",1
"it as underlined",1
"This would normally",1
"would normally indicate",1
"normally indicate to",1
"indicate to the",1
"We won't do",1
"won't do that",1
"do that in",2
"that in this",1
"in this video",1
"this video we'll",1
"video we'll do",1
"we'll do that",1
"in a future",1
"a future video",1
"One other thing",1
"other thing I'd",1
"thing I'd like",1
"I'd like to",1
"like to do",1
"do today to",1
"today to finish",1
"to finish off",1
"finish off with",1
"off with is",1
"with is to",1
"change the location",1
"location of our",1
"of our graphical",2
"our graphical hyperlinks",1
"graphical hyperlinks on",1
"hyperlinks on screen",1
"the moment they",1
"moment they are",1
"they are appearing",1
"are appearing one",1
"appearing one after",1
"one after the",1
"after the other",1
"the other vertically",1
"go into our",1
"into our index",1
"our index HTML",1
"index HTML and",1
"HTML and make",1
"and make a",1
"make a minor",1
"a minor change",1
"minor change these",1
"change these are",1
"these are contained",1
"are contained within",1
"contained within paragraphs",1
"So the page",1
"the page one",1
"page one and",3
"one and page",2
"and page two",3
"page two links",1
"two links appear",1
"links appear below",1
"appear below each",1
"below each other",1
"If we take",1
"we take out",1
"take out these",1
"out these paragraph",1
"these paragraph tags",1
"paragraph tags so",1
"tags so that",1
"so that both",1
"that both hyperlinks",1
"both hyperlinks are",1
"hyperlinks are embedded",1
"are embedded in",1
"embedded in the",1
"in the same",3
"If we save",1
"we save this",1
"save this and",1
"this and copy",1
"and copy this",1
"copy this back",1
"this back into",1
"back into our",1
"into our browser",1
"our browser we'll",1
"browser we'll see",1
"we'll see that",1
"see that it",1
"that it does",1
"it does no",1
"does no longer",1
"no longer appear",1
"longer appear normally",1
"If we looked",1
"we looked at",1
"looked at this",1
"at this file",1
"this file in",1
"file in a",1
"in a Chrome",1
"Chrome browser we",1
"browser we will",1
"will see they",1
"see they would",1
"they would appear",1
"would appear quite",1
"appear quite normally",1
"There is however",1
"is however a",1
"however a gap",1
"a gap between",1
"gap between each",1
"between each of",2
"of these images",2
"these images which",1
"images which is",1
"which is quite",1
"is quite odd",1
"quite odd as",1
"odd as it",1
"as it has",1
"it has what",1
"has what appears",1
"what appears to",1
"appears to be",2
"be a hyperlink",1
"a hyperlink for",1
"hyperlink for page",1
"for page one",1
"page one between",1
"one between the",1
"between the two",2
"I would have",1
"would have expected",1
"have expected both",1
"expected both of",1
"these images to",1
"images to appear",1
"to appear side",1
"appear side by",2
"side by side",4
"by side with",1
"side with no",1
"with no gap",1
"our browser is",1
"browser is to",1
"to change it",1
"change it so",2
"it so they",1
"so they do",1
"they do indeed",1
"do indeed appear",1
"indeed appear side",1
"need to obviously",1
"to obviously handle",1
"obviously handle the",1
"handle the fact",1
"the fact that",1
"fact that it's",1
"that it's possible",1
"it's possible to",1
"possible to have",1
"to have these",1
"have these graphical",1
"these graphical images",1
"graphical images horizontally",1
"images horizontally on",1
"horizontally on one",1
"on one line",1
"So back to",1
"you will remember",1
"will remember earlier",1
"remember earlier on",1
"earlier on we",1
"on we made",1
"we made some",1
"made some changes",1
"some changes to",1
"to the paragraph",1
"the paragraph start",1
"paragraph start and",1
"start and paragraph",1
"and paragraph end",1
"paragraph end tags",1
"a variable called",1
"variable called paragraph",1
"called paragraph either",1
"paragraph either to",1
"either to be",1
"can use this",1
"use this to",1
"this to determine",1
"to determine when",1
"determine when we",1
"when we print",1
"we print an",1
"print an image",1
"an image on",1
"image on screen",1
"on screen if",1
"screen if we're",1
"if we're still",1
"we're still inside",1
"still inside a",1
"paragraph or if",1
"or if the",1
"if the paragraph",1
"the paragraph has",1
"paragraph has moved",1
"has moved on",1
"can test to",1
"if the last",1
"last command was",1
"command was the",1
"was the closing",1
"closing a tag",1
"a tag and",2
"tag and if",1
"and if it's",1
"if it's true",1
"it's true we're",1
"true we're currently",1
"we're currently working",1
"currently working on",1
"working on an",1
"on an image",2
"the case then",1
"case then we",1
"reset the global",1
"global x coordinate",1
"x coordinate to",2
"coordinate to be",1
"to be 0",2
"be 0 and",1
"0 and the",1
"and the calculation",1
"the calculation of",1
"calculation of the",1
"of the y",1
"the y coordinate",6
"y coordinate will",1
"coordinate will involve",1
"will involve the",1
"involve the current",1
"the current value",1
"current value plus",1
"value plus the",1
"plus the bottom",1
"the bottom y",3
"bottom y minus",1
"y minus the",1
"minus the top",1
"the top y",2
"use the graphics",1
"the graphics set",1
"graphics set position",1
"set position command",1
"position command to",1
"the location where",1
"location where the",1
"where the next",1
"the next printing",1
"next printing will",1
"printing will take",1
"will take place",1
"So since we're",1
"since we're now",1
"we're now using",1
"now using this",1
"using this in",1
"this in paragraph",1
"paragraph variable we'll",1
"variable we'll need",1
"need to pass",2
"to pass this",2
"pass this to",1
"to the function",5
"the function which",1
"function which displays",1
"which displays the",1
"displays the images",1
"this is an",2
"is an additional",1
"an additional variable",1
"additional variable we're",1
"variable we're adding",1
"we're adding on",3
"to the list",1
"And having passed",1
"having passed this",1
"passed this variable",1
"this variable to",2
"variable to this",2
"function we can",2
"can test it",1
"test it within",1
"it within the",1
"within the function",2
"the function itself",1
"our function and",1
"function and we'll",1
"and we'll add",1
"we'll add on",1
"add on this",1
"on this extra",1
"this extra parameter",1
"And further down",1
"further down the",1
"down the function",1
"the function where",1
"function where we're",1
"where we're updating",1
"we're updating the",1
"updating the global",1
"the global position",1
"global position we",1
"position we can",1
"we can take",1
"can take out",1
"take out the",1
"out the graphics",1
"the graphics get",1
"graphics get position",1
"get position command",1
"position command as",1
"command as this",1
"as this is",1
"this is determined",1
"is determined further",1
"determined further up",1
"further up anyway",1
"So this line",1
"of code is",1
"code is no",1
"no longer needed",1
"can now test",1
"now test the",1
"test the in",1
"in paragraph tag",2
"If the in",1
"paragraph tag is",1
"is true then",2
"true then we",2
"we can add",1
"can add on",1
"add on the",2
"the width of",2
"width of our",1
"our graphical image",1
"graphical image to",1
"to the x",2
"the x coordinate",3
"it is false",1
"is false then",1
"false then we're",1
"then we're resetting",1
"resetting the x",1
"coordinate to 0",1
"y coordinate can",1
"coordinate can be",1
"can be the",1
"be the y",1
"y coordinate plus",2
"coordinate plus the",2
"plus the height",2
"of our image",2
"So with that",1
"with that logic",1
"that logic in",1
"logic in place",1
"in place let's",1
"place let's try",1
"let's try recompiling",1
"try recompiling which",1
"recompiling which recompiles",1
"which recompiles quite",1
"recompiles quite cleanly",1
"And we'll try",1
"we'll try running",1
"application and we'll",1
"and we'll see",2
"we'll see if",1
"see if it",1
"if it now",1
"it now handles",1
"now handles correctly",1
"handles correctly the",1
"correctly the new",1
"the new index",1
"have page one",1
"page two appearing",1
"two appearing side",1
"appearing side by",1
"our browser we",1
"browser we have",1
"we have no",1
"have no space",1
"no space between",1
"space between the",1
"the two images",1
"two images which",1
"images which to",1
"which to be",1
"to be honest",1
"be honest I",1
"honest I personally",1
"I personally prefer",1
"on page one",2
"page one it",1
"one it takes",1
"on page two",2
"page two it",1
"two it will",1
"Page three still",1
"three still works",1
"Page four and",2
"four and the",1
"and the link",1
"the link which",2
"link which is",1
"is the text",1
"the text URL",1
"text URL to",1
"URL to page",1
"page five also",1
"five also works",1
"And our history",1
"our history is",1
"history is working",1
"is working fine",1
"done today we",1
"today we have",1
"we have enabled",1
"have enabled our",1
"enabled our browser",1
"our browser to",1
"browser to support",1
"to support text",1
"support text hyperlinks",1
"We have also",1
"have also allowed",1
"also allowed the",1
"allowed the cursor",1
"the cursor on",1
"cursor on the",1
"on the mouse",1
"the mouse to",1
"mouse to change",1
"to change to",1
"change to a",1
"when it moves",1
"it moves over",1
"moves over the",1
"the hyperlink either",1
"hyperlink either graphical",1
"either graphical or",1
"graphical or text",1
"And additionally we",1
"additionally we can",1
"can now have",1
"now have graphical",1
"have graphical hyperlinks",1
"graphical hyperlinks side",1
"hyperlinks side by",1
"by side on",1
"side on the",1
"on the same",1
"the same line",3
"There is of",2
"is of course",2
"of course a",2
"course a great",2
"to do but",1
"do but we'll",1
"but we'll leave",1
"we'll leave that",2
"leave that for",2
"that for later",1
"for later videos",1
"at topics common",2
