"Phrase","Count"
"user runs this",1
"runs this executable",1
"this executable, it",1
"will load into",1
"load into memory",1
"into memory, decompress",1
"decompress automatically and",1
"automatically and perform",1
"and perform as",1
"perform as it",1
"as it would",1
"it would as",1
"would as if",1
"as if it",1
"if it was",1
"it was uncompressed",1
"user is an",1
"is an non",1
"an non the",1
"non the wiser",1
"the wiser that",1
"wiser that you",1
"that you have",2
"you have in",1
"have in fact",1
"in fact compressed",1
"fact compressed your",1
"compressed your executable",1
"it easy to",4
"easy to run",2
"to run UPX",1
"run UPX, I'm",1
"a small Windows",1
"small Windows batch",1
"Windows batch file",1
"put the commands",1
"the commands within",1
"commands within this",1
"within this batch",1
"this batch file",1
"batch file to",2
"to run compressions",1
"of all, I",1
"I will enter",1
"will enter the",1
"enter the path",1
"path to UPX",1
"number of options",1
"of options you",1
"options you can",1
"can actually put",3
"actually put in",2
"put in to",2
"change the way",2
"the way UPX",1
"way UPX works",1
"to be just",1
"be just using",1
"just using the",1
"using the defaults",1
"And the default",1
"the default means",1
"default means we're",1
"means we're only",1
"we're only going",1
"only going to",1
"have to put",2
"to put in",3
"put in one",1
"in one parameter",2
"that is the",4
"the path and",5
"path and the",4
"of the binary",1
"the binary executable",1
"binary executable that",1
"executable that we",1
"that we wish",5
"wish to compress",1
"And the first",3
"the first one",4
"first one we're",2
"going to try",6
"to try is",2
"try is autoform.exe",1
"put a little",3
"a little timeout",1
"little timeout at",1
"timeout at the",1
"of the batch",1
"the batch file",2
"batch file so",1
"file so that",1
"that the console",1
"console window will",1
"window will stay",1
"will stay on",1
"stay on screen",1
"on screen for",1
"screen for around",1
"for around six",1
"around six seconds",1
"actually see the",1
"see the result",1
"result of what's",1
"of what's coming",1
"what's coming up",1
"if we briefly",1
"we briefly have",1
"briefly have a",1
"look at autoform.exe",1
"There is its",1
"is its size",1
"its size at",1
"size at the",1
"we will take",2
"will take a",3
"take a copy",1
"copy of that",1
"of that file",1
"we can compare",1
"can compare it",1
"compare it to",1
"it to what",1
"to what it",1
"what it is",2
"it is going",1
"to look like",2
"look like after",1
"like after compression",1
"is our copy",1
"if we double",2
"we double click",2
"double click on",3
"click on our",2
"on our batch",2
"our batch file",3
"will see there",2
"see there is",2
"there is the",5
"is the exudal",1
"the exudal having",1
"exudal having been",1
"having been compressed",1
"It's gone down",2
"gone down from",1
"down from 458K",1
"from 458K down",1
"458K down to",1
"to a much",2
"a much smaller",2
"much smaller size",2
"smaller size of",1
"size of 120K",1
"So we appear",1
"to have successfully",1
"have successfully compressed",1
"successfully compressed our",1
"compressed our executable",1
"is it still",1
"it still usable?",1
"still usable? Can",1
"usable? Can it",1
"Can it still",1
"it still be",1
"still be run?",1
"be run? Well",1
"run? Well, let's",1
"let's go up",1
"go up a",1
"up a folder",2
"a folder and",1
"folder and run",1
"run the formrunner",2
"the formrunner application",1
"formrunner application again",1
"we pick our",4
"pick our form",1
"our form, hit",1
"hit the Run",1
"the Run Form",2
"Run Form button",3
"Form button and",1
"button and our",1
"and our autoforms",1
"our autoforms executable",1
"autoforms executable runs",1
"executable runs quite",1
"runs quite happily",3
"It lets us",1
"lets us display",1
"us display all",1
"display all the",1
"all the detail",1
"the detail that's",1
"detail that's been",1
"And lets us",1
"lets us step",1
"us step through",1
"the forms in",1
"forms in turn",1
"now have an",1
"have an executable",1
"an executable that",1
"executable that is",1
"that is half",1
"is half the",1
"half the size",2
"of the original",2
"Let's try it",1
"it with the",1
"with the initial",1
"the initial file",1
"initial file as",1
"file as well",1
"have now amended",1
"now amended the",1
"amended the batch",1
"file to do",1
"to do two",1
"do two compressions",1
"One for autoform",1
"for autoform which",1
"autoform which we",1
"have already compressed",2
"one for formrunner",1
"for formrunner which",1
"formrunner which we",1
"not yet compressed",1
"So we save",1
"save that and",1
"that and we'll",1
"and we'll run",1
"we'll run that",1
"run that there",1
"And double click",1
"And it tells",1
"it tells us",2
"tells us that",3
"first executable has",1
"executable has already",1
"already been packaged",1
"has now compressed",1
"now compressed the",1
"compressed the second",1
"the second executable",1
"Going down from",1
"down from 72K",1
"from 72K to",1
"72K to 35K",1
"is our executable",1
"our executable now",1
"executable now half",1
"now half the",1
"on that, the",1
"the executable runs",1
"executable runs just",1
"runs just fine",1
"is our second",1
"our second executable",1
"second executable still",1
"executable still functional",1
"we've achieved is",1
"achieved is the",1
"compression of two",1
"of two separate",1
"two separate executables",1
"separate executables in",1
"executables in one",1
"in one batch",1
"one batch file",1
"So can we",4
"can we compress",2
"we compress a",1
"compress a dynamic",1
"a dynamic link",2
"dynamic link library?",1
"link library? We",1
"library? We have",1
"We have down",1
"have down at",1
"down at the",1
"the screen here",1
"screen here a",1
"here a DLL",1
"a DLL -",1
"DLL - Win",1
"- Win Resources",1
"This is currently",1
"is currently only",1
"currently only 15K",1
"only 15K in",1
"15K in size",1
"we compress that",1
"compress that as",1
"that as well?",1
"as well? Let's",1
"well? Let's have",1
"at our batch",1
"batch file again",1
"we will put",1
"will put another",1
"put another entry",1
"another entry in",1
"entry in to",1
"in to compress",1
"to compress that",1
"compress that DLL",1
"run this it",1
"this it should",1
"it should give",1
"give us errors",1
"us errors for",1
"errors for the",1
"the first two",2
"first two because",1
"two because they",1
"because they have",1
"they have already",1
"Which it does",4
"it does indeed",4
"is our DLL",1
"our DLL now",1
"DLL now being",1
"now being compressed",1
"gone down to",1
"to a mere",1
"a mere 9K",1
"mere 9K in",1
"9K in size",1
"So even if",1
"even if your",1
"if your executable",1
"your executable is",1
"executable is quite",1
"is quite small",1
"quite small you",1
"you can still",1
"can still get",1
"still get a",1
"get a good",2
"a good ratio",1
"good ratio of",1
"ratio of compression",1
"what we've seen",3
"we've seen today",2
"seen today is",2
"today is that",2
"is that UPX",1
"that UPX is",1
"is a workable",1
"a workable and",1
"workable and free",1
"and free executable",1
"free executable compressor",1
"Compressing both DLLs",1
"both DLLs and",1
"DLLs and executables",1
"So if you",3
"you have a",6
"have a large",4
"large executable with",1
"executable with many",1
"with many bitmaps",1
"many bitmaps, icons",1
"icons and images",1
"and images embedded",1
"images embedded in",1
"embedded in it",1
"in it, you",1
"you can compress",1
"can compress it",1
"compress it down",1
"it down to",2
"Reducing your time",1
"your time taken",1
"time taken to",1
"taken to download",1
"to download it",1
"download it from",1
"it from a",1
"from a network",1
"a network folder",1
"you'll find UPX",1
"find UPX a",1
"UPX a useful",1
"a useful addition",1
"useful addition to",1
"addition to your",1
"to your tools",1
"at the WinLift",1
"the WinLift SkinEngine",1
"WinLift SkinEngine add-on",1
"SkinEngine add-on from",1
"add-on from Zap",1
"from Zap Solution",1
"Zap Solution to",1
"Solution to enhance",1
"to enhance the",2
"enhance the look",2
"the look of",5
"look of your",1
"of your applications",3
"We have previously",1
"have previously looked",1
"previously looked at",1
"looked at a",1
"at a version",1
"a version of",1
"version of WinLift",1
"there is now",3
"now a new",1
"a new version",1
"new version out",1
"version out which",1
"out which has",1
"which has changed",1
"has changed its",1
"changed its license",1
"its license model",1
"WinLift version 7",1
"version 7 is",1
"7 is now",1
"is now available",1
"now available in",1
"available in either",1
"in either 32-bit",1
"either 32-bit or",1
"32-bit or 64-bit",1
"or 64-bit versions",1
"As a PayPal",1
"a PayPal, donate-ware",1
"donate-ware Win32DLL add-on",1
"This 32-bit will",1
"32-bit will allow",1
"you to use",2
"to use it",1
"use it within",2
"it within PowerBasic",1
"within PowerBasic, and",1
"and that's what",3
"look at today",4
"going to apply",1
"to apply WinLift",1
"apply WinLift to",1
"WinLift to one",1
"is the Form",1
"the Form Runner",2
"Form Runner project",2
"Runner project consists",1
"project consists of",1
"consists of three",1
"of three screens",1
"three screens, and",1
"we are primarily",1
"are primarily going",1
"primarily going to",1
"at the first",4
"the first screen",1
"first screen today",1
"This small application",1
"small application is",1
"application is a",1
"is a fairly",1
"a fairly bland",2
"fairly bland form",2
"bland form, and",1
"to use WinLift",2
"use WinLift to",1
"WinLift to enhance",1
"look of the",2
"the form while",1
"form while maintaining",1
"while maintaining its",1
"maintaining its current",1
"its current functionality",1
"So let's delve",2
"let's delve into",1
"delve into the",1
"into the code",2
"see what WinLift",1
"what WinLift can",2
"WinLift can do",1
"can do for",1
"do for us",1
"is a folder",3
"a folder containing",1
"folder containing the",1
"containing the code",1
"the code for",1
"code for our",1
"for our Form",1
"our Form Runner",1
"Form Runner application",1
"add two DLLs",1
"two DLLs to",1
"DLLs to this",1
"to this folder",1
"are the DLLs",1
"the DLLs we're",1
"DLLs we're going",1
"be using for",1
"using for WinLift",1
"is the WinLift32.DLL",1
"the WinLift32.DLL and",1
"WinLift32.DLL and the",1
"and the ZTrace32.DLL",1
"In addition, we're",1
"to add an",2
"add an include",1
"an include file",3
"include file, which",1
"which we'll reference",1
"we'll reference within",1
"reference within our",1
"within our code",1
"is the WinLift32.include",1
"the WinLift32.include file",1
"As the purpose",1
"purpose of WinLift",1
"of WinLift is",1
"WinLift is to",1
"use a series",1
"series of skins",1
"of skins to",1
"skins to enhance",1
"to enhance your",1
"enhance your application",1
"your application, we're",1
"have to copy",1
"to copy these",1
"copy these in",1
"these in as",1
"in as well",2
"These are held",1
"held in two",1
"in two folders",1
"name of this",2
"of this particular",1
"this particular skin",1
"particular skin is",1
"skin is Sony",1
"is Sony, and",1
"have a resource",1
"a resource folder",1
"resource folder which",1
"folder which can",1
"which can contain",1
"can contain some",1
"contain some images",1
"In addition, we",1
"need one more",1
"one more definition",1
"more definition file",1
"is the SKS",1
"the SKS file",1
"is a flat",1
"a flat text",2
"flat text file",2
"text file that",1
"file that specifies",1
"that specifies the",1
"specifies the definition",1
"the definition of",2
"definition of how",1
"of how our",1
"how our skinning",1
"our skinning is",1
"skinning is going",1
"to work, by",1
"by referencing a",1
"referencing a series",1
"series of either",1
"of either JPEGs",1
"either JPEGs or",1
"JPEGs or PNG",1
"or PNG files",1
"These describe how",1
"describe how each",1
"how each part",1
"each part of",1
"part of your",2
"of your window",1
"your window is",1
"window is going",1
"are all inside",1
"all inside this",1
"inside this Sony",1
"this Sony folder",1
"what we have",5
"do to change",1
"change the look",1
"look of our",2
"I'm additionally going",1
"additionally going to",1
"add an icon",1
"an icon for",1
"icon for the",1
"for the application",4
"the application itself",4
"application itself as",1
"itself as it",1
"it currently does",1
"currently does not",1
"does not have",2
"not have one",1
"So in here",2
"going to define",1
"define the ZTraceDLL",1
"the ZTraceDLL and",1
"ZTraceDLL and also",1
"and also include",1
"also include the",1
"include the WinLift32.encode",1
"the WinLift32.encode file",1
"have to look",1
"at the definition",1
"definition of our",1
"function that defines",1
"that defines all",1
"defines all the",1
"all the parts",1
"the parts within",1
"parts within our",1
"within our form",1
"we display our",1
"display our form",1
"our form to",1
"form to the",1
"the user, we",1
"need to define",3
"to define which",1
"define which skin",1
"which skin of",1
"skin of WinLift",1
"of WinLift we're",1
"WinLift we're going",1
"up a few",1
"a few local",1
"few local variables",1
"local variables in",2
"variables in order",1
"order to populate",1
"WinLift uses Unicode",1
"So all of",1
"these strings we're",1
"strings we're going",1
"to be setting",1
"be setting up",1
"setting up as",2
"up as WStringZ",1
"Now comes the",1
"comes the point",1
"where we actually",1
"we actually define",1
"actually define and",1
"define and initialize",1
"and initialize the",2
"initialize the skin",1
"the skin engine",2
"we define the",1
"define the resource",1
"the resource which",1
"resource which is",1
"is the skin",1
"the skin itself",1
"is the Sony",1
"the Sony skin",1
"need to turn",1
"to turn on",1
"turn on and",1
"on and initialize",1
"initialize the engine",1
"the engine itself",1
"this should be",1
"should be the",2
"be the basics",1
"the basics of",2
"basics of skinning",1
"of skinning our",1
"skinning our window",1
"see what difference",1
"what difference this",1
"difference this has",1
"this has made",1
"can see, we've",1
"we've made quite",1
"made quite a",1
"quite a radical",1
"a radical difference",1
"radical difference to",1
"difference to our",1
"to our form",1
"The form look",1
"form look has",1
"look has changed",1
"has changed completely",1
"still have the",2
"have the existing",1
"the existing buttons",2
"existing buttons for",1
"buttons for exit",1
"for exit and",1
"exit and run",1
"and run form",1
"run form and",1
"form and we",1
"have the list",1
"the list box",5
"list box on",1
"the form has",2
"form has changed",2
"has changed quite",1
"changed quite radically",1
"quite radically from",1
"radically from what",1
"from what it",1
"what it was",1
"it was before",2
"before we change",1
"we change this",2
"change this application",1
"this application any",1
"application any further",1
"any further, let's",1
"of the demo",1
"the demo applications",1
"demo applications that",1
"applications that ships",1
"ships with WinLift",1
"at this buttons32.exe",1
"this buttons32.exe variable",1
"This shows you",1
"shows you what",1
"you what WinLift",1
"WinLift can actually",1
"can actually achieve",1
"have a clock",1
"a clock running",1
"clock running at",1
"running at the",1
"the screen in",1
"screen in real",1
"in real time",1
"number of buttons",1
"are all custom",1
"all custom buttons",1
"custom buttons to",1
"buttons to WinLift",1
"to WinLift itself",1
"And the screen",1
"screen is resizable",1
"And one of",1
"of the buttons",1
"the buttons has",1
"buttons has a",1
"has a font",1
"a font embedded",1
"font embedded on",1
"embedded on it",1
"So what else",3
"what else can",3
"else can we",2
"can we actually",3
"we actually do",1
"actually do to",1
"do to our",1
"to our original",2
"our original form?",1
"original form? As",1
"form? As the",1
"As the form",1
"the form stands",1
"form stands, it",1
"it would be",3
"would be fully",1
"be fully functional",1
"let's add one",1
"add one or",1
"or two more",1
"two more items",1
"more items to",1
"items to it",1
"After having skinned",1
"having skinned the",1
"skinned the form",1
"can now attempt",1
"now attempt to",1
"attempt to add",1
"add the WinLift",1
"the WinLift clock",1
"We're setting a",2
"setting a variable",1
"a variable for",1
"for the resource",1
"the resource folder",1
"a folder we",1
"folder we looked",1
"looked at which",1
"at which contains",1
"which contains our",3
"contains our resources",1
"this case, the",2
"the clock image",1
"We're specifying the",1
"specifying the png",1
"the .png file",1
"a function within",3
"function within the",3
"within the WinLift",2
"the WinLift library",2
"WinLift library called",1
"library called clock_control",1
"to define this",1
"define this clock",1
"this clock constant",1
"clock constant at",1
"the code, which",1
"which we'll do",1
"do in a",1
"setting the anchor",1
"the anchor of",1
"anchor of the",1
"of the clock",1
"the clock to",1
"clock to the",2
"to the bottom",3
"This means when",2
"means when your",2
"when your form",1
"your form is",1
"form is resizable",1
"is resizable, the",1
"the clock will",1
"clock will stay",1
"will stay at",1
"stay at the",1
"the form when",1
"form when this",1
"when this form",1
"this form is",1
"form is resized",1
"So let's define",1
"let's define this",1
"define this constant",2
"this constant at",2
"can see with",1
"see with that",1
"with that one",1
"that one line",1
"added a clock",1
"a clock to",1
"to add any",2
"add any timers",1
"add any special",1
"any special code",1
"special code to",1
"code to redraw",1
"to redraw the",3
"redraw the clock",1
"The clock is",1
"clock is just",1
"is just there",1
"can we enhance",1
"we enhance these",1
"enhance these buttons",1
"these buttons on",1
"buttons on the",1
"on the form?",1
"the form? Let's",1
"form? Let's look",1
"look at that",3
"at that next",1
"moment we have",1
"have two buttons",1
"two buttons defined",1
"buttons defined on",1
"defined on the",1
"on the form",1
"An exit button",1
"exit button and",1
"button and a",1
"and a run",1
"a run form",1
"going to comment",2
"to comment those",1
"comment those two",1
"those two out",1
"two out in",1
"out in the",3
"add a couple",1
"couple of the",1
"of the custom",1
"the custom buttons",1
"custom buttons that",1
"buttons that WinLift",1
"that WinLift supports",1
"of all, the",1
"This uses another",1
"uses another function",1
"another function within",2
"WinLift library, the",1
"the push button",1
"push button image",1
"if we do",2
"for our run",1
"our run form",1
"form button, this",1
"this will not",1
"will not only",1
"not only add",1
"only add the",1
"add the button",1
"the button to",3
"button to the",2
"to the form",4
"the form, it",1
"it will place",1
"will place an",1
"place an image",1
"on the button",6
"And you can",4
"use the constants",1
"the constants to",1
"constants to decide",1
"to decide whether",1
"decide whether you",1
"whether you want",1
"you want the",1
"want the buttons",1
"the buttons centred",1
"buttons centred or",1
"centred or left",1
"or left or",1
"left or right",1
"or right justified",1
"run our code",4
"code now, we'll",4
"now have two",5
"have two new",1
"two new buttons",1
"As I kept",1
"I kept the",1
"kept the same",1
"the same constant",1
"same constant for",1
"constant for the",2
"for the buttons",1
"the buttons, the",1
"the buttons are",1
"buttons are still",1
"are still functional",1
"still functional using",1
"functional using your",1
"using your existing",1
"your existing code",1
"All we've done",1
"we've done is",1
"done is added",1
"is added the",1
"added the button",1
"Now if we",2
"if we turn",1
"we turn our",1
"turn our eyes",1
"our eyes to",1
"eyes to the",1
"list box, what",1
"what I'd like",2
"is to make",2
"make the text",2
"on the list",10
"list box slightly",1
"box slightly larger",1
"And perhaps change",1
"perhaps change the",1
"the colour on",1
"colour on the",1
"on the text",2
"Now these commands",1
"these commands do",1
"commands do not",1
"do not appear",1
"not appear to",1
"to have actually",1
"have actually changed",1
"actually changed the",2
"changed the form",1
"the form colours",1
"is because they",1
"because they are",2
"they are being",1
"are being controlled",1
"being controlled from",1
"controlled from the",1
"from the skin",1
"skin engine itself",1
"engine itself using",1
"itself using the",1
"using the definition",1
"the definition file",1
"So what I'm",3
"what I'm going",3
"to try now",1
"try now is",1
"the way that",1
"way that works",1
"that works by",1
"works by creating",1
"by creating a",2
"a new skin",1
"new skin definition",1
"skin definition file",1
"We will clone",1
"will clone the",1
"clone the existing",1
"the existing one",1
"existing one and",1
"one and we'll",1
"and we'll make",1
"we'll make some",1
"make some minor",1
"some minor changes",1
"So I have",1
"I have copied",1
"have copied the",1
"copied the Sony",1
"the Sony SKS",1
"Sony SKS file",1
"SKS file and",1
"file and created",1
"and created a",2
"created a Sony",2
"a Sony EX",2
"Sony EX file",1
"of these SKS",1
"these SKS files",1
"SKS files is",1
"files is to",1
"is to define",1
"to define both",1
"define both the",1
"both the images",1
"the images and",1
"images and certain",1
"and certain items",1
"certain items of",1
"items of each",1
"For example, the",1
"of the status",1
"the status bar",1
"status bar and",1
"bar and the",1
"and the offset",1
"the offset for",1
"offset for buttons",1
"we also can",1
"also can control",1
"can control the",1
"control the colours",1
"the colours of",2
"colours of caption",1
"of caption text",1
"caption text and",1
"text and also",1
"and also button",1
"also button text",1
"to make some",1
"make some very",1
"some very slight",1
"very slight changes",1
"slight changes to",1
"changes to these",1
"to these colours",1
"these colours within",1
"colours within this",1
"within this Sony",1
"this Sony EX",1
"Sony EX SKS",1
"EX SKS file",1
"And I've also",2
"I've also created",1
"also created a",1
"Sony EX folder",1
"EX folder to",1
"folder to contain",1
"to contain my",1
"contain my images",1
"I've also changed",1
"also changed the",1
"changed the control",1
"the control background",1
"control background image",1
"So all we",1
"all we need",2
"to change our",1
"change our form",1
"our form so",1
"form so it's",1
"so it's using",1
"it's using the",1
"using the new",1
"the new SKS",1
"new SKS file",1
"code now, we",12
"that the look",1
"our form has",1
"has changed again",1
"The background image",2
"background image is",1
"image is actually",1
"is actually now",1
"actually now sitting",1
"now sitting within",1
"sitting within the",2
"within the form",2
"So we still",1
"make this text",1
"this text a",1
"text a little",2
"a little bigger",2
"we have managed",1
"have managed to",1
"managed to change",1
"change the colours",1
"colours of the",1
"the dialogue title",1
"dialogue title and",1
"title and the",1
"and the plain",1
"the plain text",1
"plain text on",1
"text on a",2
"So our video",1
"our video form",1
"video form is",1
"form is looking",1
"is looking much",1
"looking much better",1
"if we add",2
"we add a",2
"add a control",1
"control set font",1
"font command after",1
"command after the",1
"after the form",1
"form has been",1
"has been skinned",1
"the text in",2
"text in our",1
"our list box",5
"list box is",1
"box is now",1
"is now larger",1
"when we click",3
"on it, it",1
"it gets small",1
"gets small again",1
"So we're heading",1
"we're heading in",1
"heading in the",1
"in the right",1
"the right direction",1
"try is, rather",1
"rather than creating",1
"than creating the",1
"creating the list",1
"list box within",1
"box within the",1
"the form definition",1
"form definition, we're",1
"to try creating",1
"try creating it",1
"creating it within",1
"within the initialised",2
"the initialised dialogue",2
"initialised dialogue section",1
"dialogue section of",2
"of the callback",2
"will just amend",1
"just amend the",1
"amend the code",1
"code to take",1
"to take out",1
"take out reference",1
"out reference to",1
"reference to our",2
"to our list",2
"we will also",2
"will also declare",1
"also declare the",1
"declare the font",1
"the font globally",1
"And having done",1
"having done that",2
"we will define",2
"will define our",1
"define our font",1
"our font in",1
"font in the",1
"in the PB_Maine",1
"the PB_Maine function",1
"Now we've done",1
"we will attempt",1
"will attempt to",1
"attempt to populate",1
"populate our list",1
"list box from",1
"box from within",1
"initialised dialogue function",1
"setting the style",1
"the style and",1
"style and the",1
"and the extended",1
"the extended style",1
"extended style of",1
"style of our",1
"of our list",2
"function to get",1
"the form list",1
"form list to",1
"list to populate",1
"to populate an",1
"populate an array",1
"using a control",1
"a control add",1
"control add statement",1
"add statement to",1
"statement to add",1
"to add this",3
"add this array",1
"this array to",1
"array to our",2
"the font of",2
"font of the",1
"list box itself",1
"code now, we're",2
"we're now getting",2
"now getting a",1
"getting a list",1
"a list box",1
"list box which",1
"box which looks",1
"which looks slightly",1
"looks slightly better",1
"on it, we're",1
"we're not getting",1
"not getting the",1
"getting the reduced",1
"the reduced font",1
"reduced font size",1
"So I think",1
"I think we",1
"think we have",1
"have successfully transformed",1
"successfully transformed our",1
"transformed our project",1
"project to use",1
"The functionality is",1
"functionality is still",1
"is still within",1
"still within the",1
"application to run",2
"the form, which",1
"have not changed",1
"not changed yet",1
"have taken a",1
"taken a fairly",1
"we compare this",1
"compare this to",1
"the existing form",1
"existing form, you",1
"see it looks",1
"it looks a",1
"looks a great",1
"great deal better",1
"We have done",3
"have done this",1
"done this with",1
"this with only",1
"with only very",1
"only very minor",1
"very minor modifications",1
"minor modifications to",1
"modifications to our",1
"our original code",1
"original code, while",1
"while retaining the",1
"retaining the existing",1
"the existing functionality",1
"have also added",1
"also added a",1
"a new control",1
"new control to",1
"control to the",2
"the form, the",1
"the clock control",1
"We have replaced",2
"have replaced both",1
"replaced both of",1
"of the existing",1
"existing buttons with",1
"buttons with WinLift's",1
"with WinLift's own",1
"WinLift's own custom",1
"own custom buttons",1
"custom buttons, which",1
"which give you",1
"you the ability",1
"ability to put",1
"to put graphics",1
"put graphics on",1
"graphics on the",1
"on the buttons",1
"the buttons themselves",1
"Plus we now",1
"have a background",1
"a background to",1
"background to the",1
"next video, we'll",1
"we'll move on",1
"move on to",1
"on to cover",1
"to cover the",2
"cover the rest",1
"rest of our",1
"Can WinLift handle",1
"WinLift handle dynamic",1
"handle dynamic forms?",1
"dynamic forms? I'll",1
"forms? I'll put",1
"below to where",2
"to where you",2
"can actually apply",1
"actually apply and",1
"apply and donate",1
"and donate to",1
"donate to get",1
"to get WinLift",1
"again at Graphics",1
"at Graphics Windows",2
"In our last",3
"our last video",3
"last video on",3
"video on Graphics",1
"on Graphics Windows",1
"Graphics Windows we",1
"Windows we had",1
"we had created",3
"had created an",1
"created an application",1
"an application which",1
"application which could",1
"which could be",1
"could be compiled",1
"be compiled either",1
"compiled either using",1
"either using the",2
"using the console",1
"console compiler or",1
"or the PowerBasic",1
"the application, we",2
"see it launches",1
"it launches three",1
"launches three graphics",1
"three graphics windows",2
"graphics windows, the",1
"first of which",2
"of which is",2
"is a sample",1
"a sample graphics",1
"sample graphics progress",1
"graphics progress bar",1
"Once that completes",1
"that completes, it",1
"will load a",1
"load a JPEG",2
"a JPEG graphic",1
"JPEG graphic up",1
"graphic up from",1
"from the directory",1
"the directory and",1
"directory and deposit",1
"and deposit it",1
"deposit it in",1
"in the first",5
"the first graphics",17
"first graphics window",18
"It will put",1
"will put text",1
"text on that",1
"on that window",1
"that window and",1
"window and text",1
"and text on",1
"on a second",1
"a second graphics",2
"second graphics window",10
"Before we make",1
"we make any",1
"make any changes",1
"any changes to",1
"this code, I'm",1
"change the JPEG",1
"the JPEG slightly",1
"JPEG slightly to",1
"slightly to trim",1
"to trim off",1
"trim off the",1
"off the excess",1
"the excess round",1
"excess round the",1
"round the side",1
"the side of",1
"side of the",3
"double-click on the",2
"on the map",1
"the map JPEG",1
"map JPEG, we're",1
"a minor edit",1
"minor edit to",1
"edit to this",1
"to this graphic",1
"this graphic, just",1
"just to crop",1
"to crop it",1
"crop it slightly",1
"it slightly, like",1
"like so, and",1
"will then save",1
"then save that",1
"save that one",1
"that's what our",1
"what our graphic",1
"our graphic is",1
"graphic is going",1
"look like now",1
"So let's look",1
"see how we",1
"how we can",1
"can make some",1
"make some more",1
"some more changes",1
"more changes to",1
"changes to our",1
"it stands, we're",1
"we're using three",1
"using three libraries",1
"three libraries, the",1
"API library which",1
"library which comes",1
"which comes with",1
"comes with PowerBasic",1
"with PowerBasic and",2
"PowerBasic and two",1
"and two additional",2
"two additional libraries",1
"The first is",2
"first is the",1
"the Graphics Splash",2
"Graphics Splash Progress",2
"Splash Progress library",2
"Progress library, which",1
"used to display",1
"display the progress",1
"the progress bar",2
"progress bar in",1
"bar in a",1
"in a graphics",1
"a graphics window",19
"The next library",1
"next library is",1
"library is PB-Load-JPEG",1
"is PB-Load-JPEG as",1
"PB-Load-JPEG as Bitmap",1
"As graphics controls",1
"graphics controls in",1
"controls in graphics",1
"in graphics windows",1
"graphics windows require",2
"windows require bitmaps",1
"require bitmaps to",1
"bitmaps to load",1
"load into them",1
"into them, this",1
"this library allows",1
"library allows you",1
"you to take",1
"to take a",4
"take a JPEG",3
"a JPEG file",3
"JPEG file, convert",1
"convert it to",2
"to a bitmap",2
"a bitmap and",1
"bitmap and allow",1
"and allow you",1
"you to load",1
"to load that",2
"load that directly",1
"that directly into",1
"directly into your",1
"into your control",1
"your control or",1
"control or graphics",1
"or graphics window",1
"What you will",1
"see in this",1
"in this part",1
"this part of",1
"code is this",1
"is this is",2
"where we clear",1
"we clear the",1
"clear the graphics",3
"the graphics window",41
"graphics window, and",1
"setting the background",1
"background to a",1
"to a light",1
"a light grey",2
"light grey colour",1
"We're then changing",1
"then changing the",1
"changing the graphics",1
"the graphics colour",4
"graphics colour so",1
"colour so that",1
"so that any",2
"that any text",2
"any text that",1
"text that appears",1
"that appears on",1
"appears on that",1
"on that background",1
"that background is",1
"background is black",1
"is black in",1
"black in text",1
"in text with",1
"text with a",2
"with a light",1
"light grey background",1
"is the part",1
"the part we're",1
"part we're going",1
"So we'll comment",1
"we'll comment out",2
"comment out these",2
"out these two",2
"these two lines",1
"of code for",1
"code for the",1
"with the background",1
"the background is",1
"background is make",1
"is make it",1
"it a gradient",1
"gradient fill, so",1
"so that it",2
"is a smooth",1
"a smooth gradient",1
"smooth gradient between",1
"gradient between two",1
"between two colours",1
"application to paint",1
"to paint the",3
"paint the background",3
"this function PaintBackground",1
"function PaintBackground, which",1
"which will take",1
"take a single",2
"graphics window we",5
"window we wish",2
"wish to paint",2
"the background of",5
"new function PaintBackground",1
"function PaintBackground, taking",1
"up our local",1
"our local variables",1
"variables in here",1
"first is going",1
"array of a",1
"of a user-defined",2
"user-defined type called",2
"type called TriVertex",1
"next is going",1
"to be another",1
"be another variable",1
"another variable of",1
"variable of a",1
"type for the",1
"for the gradient",1
"the gradient rectangle",1
"The next variable",1
"next variable is",1
"variable is another",1
"is another handle",1
"another handle for",1
"handle for our",2
"the final variables",1
"final variables are",1
"variables are the",1
"are the width",1
"as the graphics",1
"graphics window can",1
"window can vary",1
"can vary, the",1
"first thing I",1
"thing I want",1
"use a graphics",2
"a graphics attach",3
"graphics attach command",7
"attach command to",4
"command to make",2
"make sure I'm",1
"sure I'm pointing",1
"I'm pointing towards",1
"pointing towards the",1
"towards the correct",1
"the correct window",2
"use the hwin",1
"the hwin variable",1
"hwin variable, which",1
"been passed in",3
"passed in on",1
"parameters list, to",1
"to point it",1
"point it towards",1
"it towards that",1
"towards that window",1
"Next we want",3
"want to determine",2
"determine the size",2
"window and populate",1
"populate the w1",1
"the w1 and",1
"w1 and h1",1
"and h1 variables",1
"h1 variables –",1
"variables – the",1
"– the width",1
"use the graphics_get_size",1
"the graphics_get_size command",1
"graphics_get_size command to",1
"command to obtain",1
"to obtain those",1
"obtain those values",1
"want to obtain",1
"to obtain the",2
"obtain the device",1
"device context of",1
"context of our",1
"of our current",1
"our current graphics",1
"current graphics window",2
